bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
2,02E+12;Adquisición Mantenimiento Y Pago Por Servicios Ambientales De Las Áreas De Importancia Estratégica Del Recurso Hídrico De Las Fuentes  Abastecedoras En El Departamento Del   Cauca;Disminuir los índices de afectación por cambio climático de las áreas de importancia estratégica del recurso hídrico en las fuentes abastecedoras de los acueductos regionales municipales y veredales en los 40 municipios del departamento del Cauca.;En Ejecución;2020-2021;Agricultura Y Desarrollo Rural;Cauca;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;511.636.688.400.000.000;511.636.688.400.000.000;45.023.709.100.000.000;45.023.709.100.000.000;Inactivo  (PGN, Territorio);19;415786;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02054E+12;Fortalecimiento De La Actividad Agropecuaria En El Municipio De  Abrego Norte De Santander;Fortalecer el sector agropecuario del Municipio con el fin de incentivar y fortalecer la economía agropecuaria y el desarrollo social y económico de las familias campesinas;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;ÁbregoNorte de Santander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;21.393.740.000.000.000;21.393.740.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);54003;18323;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02054E+12;Fortalecimiento De La Asistencia Técnica Y La Implementacion De Iniciativas Productivas Agropecuarias Del Municipio De   Los Patios;Aumentar la productividad del Sector Agropecuario y reconocer la vocación campesina en el municipio de Los Patios.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Los PatiosNorte de Santander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;42.500.000.000.000.000;42.500.000.000.000.000;19.974.628.100.000.000;19.974.628.100.000.000;Inactivo  (PGN, Territorio);54405;1600;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02054E+12;Fortalecimiento De La Asistencia Técnica Y La Implementación De Iniciativas Productivas Agropecuarias Para La Vigencia 2021 En El  Municipio De Los Patios  Norte De Santander;Aumentar la productividad del Sector Agropecuario y reconocer la vocación campesina en el municipio de Los Patios.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Los PatiosNorte de Santander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;33.700.000.000.000.000;33.700.000.000.000.000;33.022.949.900.000.000;33.022.949.900.000.000;Inactivo  (PGN, Territorio);54405;1600;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02064E+12;Apoyo A La Inclusión Productiva Del Municipio De  Quimbaya;generar procedimientos técnicos y financieros para la productividad a alimentaria del municipio de quimbaya.;En Ejecución;2020-2023;Agricultura Y Desarrollo Rural;QuimbayaQuindio;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;20.306.564.152.000.000;20.306.564.152.000.000;9.350.847.700.000.000;9.350.847.700.000.000;Inactivo  (PGN, Territorio);63594;730;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02064E+12;Servicio De Oferta Social E Institucional Con Reconocimiento De Nuestros Pequeos Y Medianos Productores De  Quimbaya;FORTALECER LA PARTICIPACION DE LAS PERSONAS DEL AREA RURAL EN ESTRATEGIAS DE RECONOCIMIENTO PROMOCION PREVENCION Y DEFENSA DE SUS DERECHOS.;En Ejecución;2020-2022;Agricultura Y Desarrollo Rural;QuimbayaQuindio;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;7.255.640.200.000.000;7.255.640.200.000.000;5.646.698.400.000.000;5.646.698.400.000.000;Inactivo  (PGN, Territorio);63594;5838;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02067E+12;Asistencia Técnica  Agropecuaria A Pequeños Productores Y Asociaciones Agropecuarias Del Municipio De  Quinchía;Impartir conocimientos y tecnología a pequeños productores y asociaciones agropecuarias;En Ejecución;2021-2024;Agricultura Y Desarrollo Rural;QuinchíaRisaralda;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;36.381.133.900.000.000;36.381.133.900.000.000;16.684.041.700.000.000;16.684.041.700.000.000;Sin recursos para la vigencia actual (PGN, Territorio);66594;3500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02068E+12;Mejoramiento De La Producción Y Comercialización De La Guayaba En El Municipio De   Barbosa;Mejorar los ingresos a 39 familias con el aopoyo  la formulación y estructuración de proyecto productivo de guayaba en el municipio de Barbosa;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;BarbosaSantander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;500.000.000.000.000;500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68077;39;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02068E+12;Servicio Profesional Para El Poyo Diagnóstco Formulación Y Estructuración De Proyecto Productivo Fomentar La Agricultura Familiar Campesina Y Comunitaria En El Municipio De   Barbosa;Apoyar el diagnóstico la formulación y estructuración de proyecto productivo de agricultura familiar campesina y comunitaria para mejorar los ingresos a 50 familias del municipio de Barbosa.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;BarbosaSantander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;500.000.000.000.000;500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68077;200;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02068E+12;Servicio Profesionales Para La Atención De Sanidad Agropecuaria En Las Diferentes Veredas Del Municipio De  Jesús María;Aumentar el índice en la atención de sanidad agropecuaria;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Jesús MaríaSantander;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;1.600.000.000.000.000;1.600.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68368;2340;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Implementación De Los Presupuestos Participativos En El Municipio De  San Carlos Antioquia;Fomentar el acompañamiento a las JAC y organizaciones establecidas en el municipio;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;San CarlosAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;101.333.595.000.000.000;101.333.595.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5649;3200;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Asistencia Técnica Integral A Pequeños Y Medianos Productores Del Municipio De 2020  San Roque;Brindar asistencia y acompañamiento técnico con un grupo interdisciplinario idóneo conformado así profesionales tecnólogos técnicos que a través de la secretaria de agricultura y recursos naturales atenderán las necesidades de productores agropecu;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;San RoqueAntioquia;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;18.000.000.000.000.000;18.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5670;16789;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Mantenimiento Y Mejoramiento A 10 Trapiches Paneleros En El Municipio De San Roque.  San Roque;Hacer mejoramiento estructural y de implementos involucrados en la producción de panela en 10 trapiches paneleros del municipio de SAn Roque.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;San RoqueAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;150.000.000.000.000.000;150.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5670;14686;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Asistencia Programa De Tenencia Responsable De Fauna Domestica.  San Vicente Ferrer;Atender la población de fauna callejera y controlar el crecimiento población;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;San Vicente FerrerAntioquia;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;4.200.000.000.000.000;4.200.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5674;23;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Estudios Y Diseños Para La Construcción De Un Centro Minero - Agro Empresarial En El Municipio De   Segovia;Realizar los estudios y diseños para la construcción de un centro minero - agroempresarial con los estándares de calidad necesarios para su presentación a entidades para la gestión y consecución de recursos.;En Ejecución;2020-2021;Agricultura Y Desarrollo Rural;SegoviaAntioquia;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;20.668.275.800.000.000;20.668.275.800.000.000;15.898.673.600.000.000;15.898.673.600.000.000;Inactivo  (PGN, Territorio);5736;39379;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02068E+12;Asistencia Técnica En La Implementación De La Ciencia Tecnología E Innovación Agropecuaria En El Municipio De  Jesús María;Aumentar la cobertura en la implementación de la ciencia tecnología e innovación agropecuaria;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Jesús MaríaSantander;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;17.300.000.000.000.000;17.300.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68368;720;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Fortalecimiento De Procesos Productivos Y De Seguridad Alimentaria Para Mejorar La Calidad De La Comunidad Indígena   Valparaíso;Fomentar el desarrollo de pensamiento de vida a todas las familias de la comunidad indígena además de los proyectos productivos de caña y café fortaleciendo los procesos organizativos comunitarios de la población general.;En Ejecución;2022-2022;Agricultura Y Desarrollo Rural;ValparaísoAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;5.900.000.000.000.000;5.900.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5856;333;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Servicio De Control A La Movilización De Animales En El Municipio De   Yondó;Prestar el servicio de control a la movilización de animales en el municipio de Yondó Antioquia.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YondóAntioquia;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;3.200.000.000.000.000;3.200.000.000.000.000;1.551.666.600.000.000;1.551.666.600.000.000;Inactivo  (PGN, Territorio);5893;1300;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Implementación  Política Pública Integral A La Fauna Silvestre Doméstica Y Callejera En El Municipio De  Yondó;Realizar un documento para la implementación de las políticas publicas integrales en la fauna silvestre domestica y callejera del Municipio.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YondóAntioquia;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;3.000.000.000.000.000;3.000.000.000.000.000;3.000.000.000.000.000;3.000.000.000.000.000;Inactivo  (PGN, Territorio);5893;20110;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Apoyo  Para El Acceso A Maquinaria Y Equipo En El Municipio De  Yondó;Implementar acciones que garanticen el apoyo a los productores agropecuarios mediante el acceso a maquinaria y equipo del municipio de Yondo;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YondóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;5.000.000.000.000.000;5.000.000.000.000.000;4.634.321.800.000.000;4.634.321.800.000.000;Inactivo  (PGN, Territorio);5893;59;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Apoyo Para La Seguridad Alimentaria En El Municipio De   Yondó;formular un proyecto de implementación para la seguridad alimentaria y nutricional para la ruralidad con el fin de establecer siete huertas  escolares en las instituciones educativas.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YondóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;6.500.000.000.000.000;6.500.000.000.000.000;6.438.038.300.000.000;6.438.038.300.000.000;Inactivo  (PGN, Territorio);5893;311;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02069E+12;Suministro De Bienes Y Transporte Para Entrega De Elementos Para El Reconocimiento Del Día De Campesino Y El Programa Alcaldía En La Vereda A Ser Realizado En El Municipio De Onzaga  Santander;Brindar estímulo a la población campesina mediante la entrega de elementos que favorezcan la producción agropecuaria como reconocimiento en la celebración del día del campesino en el municipio de Onzaga Santander.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;OnzagaSantander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.454.919.500.000.000;2.454.919.500.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68502;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02069E+12;Apoyo A Mujeres Campesinas Mediante Proyecto Productivo Avícola En El Municipio De   Piedecuesta;Apoyar a mujeres campesinas mediante un proyecto productivo avícola en el municipio de Piedecuesta.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;PiedecuestaSantander;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;3.896.400.000.000.000;3.896.400.000.000.000;3.599.450.000.000.000;3.599.450.000.000.000;Inactivo  (PGN, Territorio);68547;25;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02069E+12;Suministro De Insumos Para Sistema De Riego Destinado A Productores Tabacaleros Del Municipio De  Piedecuesta;Suministrar insumos para un sistema de riego destinado a productores tabacaleros del municipio de Piedecuesta.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;PiedecuestaSantander;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;3.898.000.000.000.000;3.898.000.000.000.000;3.898.000.000.000.000;3.898.000.000.000.000;Inactivo  (PGN, Territorio);68547;40;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02069E+12;Servicio Profesional Para Asesorar Y Apoyar En Aspectos Contables Financieros Y Organizacionales A Las Asociaciones De Productores Agropecuarios Del Municipio De  San Joaquín Santander;Mejorar el desempeño administrativo y operacional en el desarrollo de actividades de promoción y fortalecimiento financiero contable y organizacional de las  asociaciones agropecuarias por parte de la Secretaria de Planeación y Obras públicas.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;San JoaquínSantander;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.200.000.000.000.000;1.200.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);68682;2611;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A Los Ciclos De Vacunacin Contra La Fiebre Aftosa Y Brucelosis Bovina Para Contribuir Con La Sanidad Animal En El Departamento Del   Caquetá;Garantizar la implementación del ciclo de vacunación contra la fiebre aftosa y brucelosis bovina en el departamento del Caquetá.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Caquetá;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;3.500.000.000.000.000;3.500.000.000.000.000;3.500.000.000.000.000;3.500.000.000.000.000;Inactivo  (PGN, Territorio);18;7000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,021E+12;Fortalecimiento A Las Unidades Productivas De Vendedores Ambulantes De Jugos Y Comidas Ubicadas En El Parque Principal Del Municipio De Pailitas  Cesar;Disminuir las tasas de pobreza multidimensional en la población femenina en edad laboral en el municipio de Pailitas Cesar;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Cesar;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;14.954.840.000.000.000;14.954.840.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);20;13;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,021E+12;Fortalecimiento De La Actividad Agricola Y Pecuaria A Los Pequeños Productores Del Departamento Del  Cesar;FOMENTO DE LA ACTIVIDAD AGRÍCOLA Y PECUARIA MEDIANTE LA CAPACITACIÓN EN BUENAS PRÁCTICAS AGRÍCOLAS Y PECUARIAS Y LA ENTREGA DE HERRAMIENTAS MENORES A PEQUEÑOS PRODUCTORES DEL DEPARTAMENTO DEL CESAR.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Cesar;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;21.037.125.000.000.000;21.037.125.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);20;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento De Los Encadenamientos Productivos Agroalimentarios Y Agroindustriales Mediante El Desarrollo De Estrategias De Comercialización De Productos A Nivel Regional Nacional E Internacional.  Huila;Fortalecer el eslabón de comercialización en la cadena de valor de unidades productivas  fincas del sector agropecuario de la región.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1706 APROVECHAMIENTO DE MERCADOS EXTERNOS;T;24.500.000.000.000.000;24.500.000.000.000.000;24.500.000.000.000.000;24.500.000.000.000.000;Inactivo  (PGN, Territorio);41;800;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Elaboración Y Actualización De Estudios Diseños Y Sistemas De Información Para La Construcción Ampliación Y Mejoramiento De La Infraestructura De Apoyo A La Producción Agropecuaria En El Departamento Del  Huila;Aumentar el nivel de actividades productivas con estudios y diseños detallados para construcción ampliación y mejoramiento de la infraestructura de apoyo a la producción en el Departamento del Huila;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;31.900.000.000.000.000;31.900.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41;153116;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Construcción De Las Cifras Estadísticas Del Sector Agropecuario Del Departamento Del Meta  Meta;CONOCER LOS RESULTADOS DEL PROCESO PRODUCTIVO DEL SECTOR AGROPECUARIO  DEL AÑO 2020 EN EL DEPARTAMENTO DEL META;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Meta;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;10.000.000.000.000.000;10.000.000.000.000.000;5.798.333.100.000.000;5.539.999.800.000.000;Inactivo  (PGN, Territorio);50;90000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A La Legalización De Procesos De Formaizacion De Los Predios Rurales Del Departamento Del  Meta;Establecer  un acuerdo interinstitucional para la formalización de predios del área rural del Departamento del Meta;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Meta;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;30.000.000.000.000.000;30.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50;210400;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A La Dinamización De Los Procesos De Planificación Y Gestión Del Desarrollo Rural En El Departamento Del Guaviare  Guaviare;Fortalecer la orientación de la política de desarrollo rural desde la planeación gestión ejecución seguimiento y evaluación de las acciones de los sectores agropecuario y ambiental adelantadas en el departamento del Guaviare.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Guaviare;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;3.186.500.000.000.000;3.186.500.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95;86657;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
